case_id,case_type,expected,inferred,correct,error_type,elapsed_ms,checked_rules,condition_checks,avg_candidate_rules
complete_0025,complete,"[""食肉动物"", ""猎豹""]","[""猎豹""]",1,exact_or_contains_expected,0.01612497726455331,40,102,20
complete_0026,complete,"[""食肉动物"", ""美洲豹""]","[""美洲豹""]",1,exact_or_contains_expected,0.016209029126912355,40,102,20
complete_0027,complete,"[""食肉动物"", ""雪豹""]","[""雪豹""]",1,exact_or_contains_expected,0.01587503356859088,40,94,20
complete_0028,complete,"[""食肉动物"", ""猞猁""]","[""猞猁""]",1,exact_or_contains_expected,0.016041973140090704,40,98,20
complete_0029,complete,"[""食肉动物"", ""山猫""]","[""山猫""]",1,exact_or_contains_expected,0.02279196633026004,52,110,26
complete_0030,complete,"[""食肉动物"", ""家猫""]","[""家猫""]",1,exact_or_contains_expected,0.015666999388486147,40,94,20
complete_0031,complete,"[""食肉动物"", ""野猫""]","[""野猫""]",1,exact_or_contains_expected,0.016166013665497303,40,98,20
complete_0032,complete,"[""食肉动物"", ""狼""]","[""狼""]",1,exact_or_contains_expected,0.02254202263429761,52,104,26
complete_0033,complete,"[""食肉动物"", ""狗""]","[""狗""]",1,exact_or_contains_expected,0.015666999388486147,40,90,20
complete_0034,complete,"[""食肉动物"", ""狐狸""]","[""猫科"", ""狐狸""]",1,exact_or_contains_expected,0.02274999860674143,52,120,26
complete_0035,complete,"[""食肉动物"", ""豺""]","[""豺""]",1,exact_or_contains_expected,0.021791027393192053,52,104,26
complete_0036,complete,"[""食肉动物"", ""鬣狗""]","[""鬣狗""]",1,exact_or_contains_expected,0.01575000351294875,40,90,20
complete_0037,complete,"[""食肉动物"", ""郊狼""]","[""郊狼""]",1,exact_or_contains_expected,0.017708982340991497,42,92,21
complete_0038,complete,"[""食肉动物"", ""澳洲野犬""]","[""澳洲野犬""]",1,exact_or_contains_expected,0.015416997484862804,40,90,20
complete_0039,complete,"[""食肉动物"", ""薮犬""]","[""薮犬""]",1,exact_or_contains_expected,0.01612497726455331,42,92,21
complete_0040,complete,"[""有蹄类动物"", ""牛""]","[""牛""]",1,exact_or_contains_expected,0.016916950698941946,38,69,19
complete_0041,complete,"[""有蹄类动物"", ""马""]","[""马""]",1,exact_or_contains_expected,0.010124989785254002,24,47,12
complete_0042,complete,"[""有蹄类动物"", ""羊""]","[""羊""]",1,exact_or_contains_expected,0.010207993909716606,24,55,12
complete_0043,complete,"[""有蹄类动物"", ""猪""]","[""猪""]",1,exact_or_contains_expected,0.009666953701525927,24,47,12
complete_0044,complete,"[""有蹄类动物"", ""鹿""]","[""鹿""]",1,exact_or_contains_expected,0.009999959729611874,24,55,12
complete_0045,complete,"[""有蹄类动物"", ""长颈鹿""]","[""长颈鹿""]",1,exact_or_contains_expected,0.012208998668938875,28,51,14
complete_0046,complete,"[""有蹄类动物"", ""斑马""]","[""斑马""]",1,exact_or_contains_expected,0.009541981853544712,24,47,12
complete_0047,complete,"[""有蹄类动物"", ""羚羊""]","[""羚羊""]",1,exact_or_contains_expected,0.016584002878516912,38,69,19
complete_0048,complete,"[""有蹄类动物"", ""骆驼""]","[""骆驼""]",1,exact_or_contains_expected,0.00970897963270545,24,47,12
complete_0049,complete,"[""有蹄类动物"", ""犀牛""]","[""犀牛""]",1,exact_or_contains_expected,0.010082963854074478,24,55,12
complete_0050,complete,"[""有蹄类动物"", ""河马""]","[""河马""]",1,exact_or_contains_expected,0.012624950613826513,32,55,16
complete_0051,complete,"[""有蹄类动物"", ""大象""]","[""大象""]",1,exact_or_contains_expected,0.009665964171290398,24,47,12
complete_0052,complete,"[""人类""]","[""人类""]",1,exact_or_contains_expected,0.008291972335428,18,33,9
complete_0053,complete,"[""黑猩猩""]","[""黑猩猩""]",1,exact_or_contains_expected,0.011459051165729761,26,41,13
complete_0054,complete,"[""大猩猩""]","[""大猩猩""]",1,exact_or_contains_expected,0.010541989468038082,24,39,12
complete_0055,complete,"[""猴子""]","[""猴子""]",1,exact_or_contains_expected,0.008749950211495161,20,35,10
complete_0056,complete,"[""长臂猿""]","[""长臂猿""]",1,exact_or_contains_expected,0.006792019121348858,16,31,8
complete_0057,complete,"[""狒狒""]","[""狒狒""]",1,exact_or_contains_expected,0.010624993592500687,26,41,13
complete_0058,complete,"[""猕猴""]","[""猕猴""]",1,exact_or_contains_expected,0.010666961316019297,26,41,13
complete_0059,complete,"[""狐猴""]","[""狐猴""]",1,exact_or_contains_expected,0.011000025551766157,26,41,13
complete_0060,complete,"[""老鼠""]","[""老鼠""]",1,exact_or_contains_expected,0.007292022928595543,16,31,8
complete_0061,complete,"[""松鼠""]","[""松鼠""]",1,exact_or_contains_expected,0.007083057425916195,16,31,8
complete_0062,complete,"[""仓鼠""]","[""仓鼠""]",1,exact_or_contains_expected,0.012834032531827688,30,45,15
complete_0063,complete,"[""豚鼠""]","[""豚鼠""]",1,exact_or_contains_expected,0.012459000572562218,30,45,15
complete_0064,complete,"[""河狸""]","[""河狸""]",1,exact_or_contains_expected,0.008707982487976551,16,31,8
complete_0065,complete,"[""豪猪""]","[""豪猪""]",1,exact_or_contains_expected,0.010750023648142815,26,41,13
complete_0066,complete,"[""土拨鼠""]","[""土拨鼠""]",1,exact_or_contains_expected,0.0072499969974160194,16,31,8
complete_0067,complete,"[""兔子""]","[""兔子""]",1,exact_or_contains_expected,0.006791029591113329,16,31,8
complete_0068,complete,"[""蓝鲸""]","[""蓝鲸""]",1,exact_or_contains_expected,0.005207955837249756,10,19,5
complete_0069,complete,"[""虎鲸""]","[""虎鲸""]",1,exact_or_contains_expected,0.00504200579598546,10,19,5
complete_0070,complete,"[""海豚""]","[""海豚""]",1,exact_or_contains_expected,0.010500021744519472,24,33,12
complete_0071,complete,"[""抹香鲸""]","[""抹香鲸""]",1,exact_or_contains_expected,0.00504200579598546,10,19,5
complete_0072,complete,"[""座头鲸""]","[""座头鲸""]",1,exact_or_contains_expected,0.005500041879713535,12,21,6
complete_0073,complete,"[""鸟类"", ""鸵鸟""]","[""鸵鸟""]",1,exact_or_contains_expected,0.010624993592500687,24,49,12
complete_0074,complete,"[""鸟类"", ""企鹅""]","[""企鹅""]",1,exact_or_contains_expected,0.011499971151351929,28,55,14
complete_0075,complete,"[""鸟类"", ""鹰""]","[""鹰""]",1,exact_or_contains_expected,0.009833020158112049,24,47,12
complete_0076,complete,"[""鸟类"", ""鹦鹉""]","[""鹦鹉""]",1,exact_or_contains_expected,0.010457995813339949,26,49,13
complete_0077,complete,"[""鸟类"", ""麻雀""]","[""麻雀""]",1,exact_or_contains_expected,0.016250007320195436,40,63,20
complete_0078,complete,"[""鸟类"", ""鸽子""]","[""鸽子""]",1,exact_or_contains_expected,0.010416028089821339,26,49,13
complete_0079,complete,"[""鸟类"", ""孔雀""]","[""孔雀""]",1,exact_or_contains_expected,0.009874987881630659,24,47,12
complete_0080,complete,"[""鸟类"", ""天鹅""]","[""天鹅""]",1,exact_or_contains_expected,0.011208991054445505,28,51,14
complete_0081,complete,"[""鸟类"", ""鸭子""]","[""鸭子""]",1,exact_or_contains_expected,0.01108401920646429,28,53,14
complete_0082,complete,"[""鸟类"", ""猫头鹰""]","[""猫头鹰""]",1,exact_or_contains_expected,0.013541022781282663,34,57,17
complete_0083,complete,"[""鸟类"", ""啄木鸟""]","[""啄木鸟""]",1,exact_or_contains_expected,0.00962504418566823,24,47,12
complete_0084,complete,"[""鸟类"", ""信天翁""]","[""信天翁""]",1,exact_or_contains_expected,0.009749957825988531,24,47,12
complete_0085,complete,"[""爬行动物"", ""蛇""]","[""蛇""]",1,exact_or_contains_expected,0.007375027053058147,16,31,8
complete_0086,complete,"[""爬行动物"", ""鳄鱼""]","[""鳄鱼""]",1,exact_or_contains_expected,0.010417017620056868,24,39,12
complete_0087,complete,"[""爬行动物"", ""乌龟""]","[""乌龟""]",1,exact_or_contains_expected,0.006833986844867468,16,31,8
complete_0088,complete,"[""爬行动物"", ""蜥蜴""]","[""蜥蜴""]",1,exact_or_contains_expected,0.006749993190169334,16,31,8
complete_0089,complete,"[""爬行动物"", ""壁虎""]","[""壁虎""]",1,exact_or_contains_expected,0.012499978765845299,30,45,15
complete_0090,complete,"[""爬行动物"", ""变色龙""]","[""变色龙""]",1,exact_or_contains_expected,0.006709014996886253,16,31,8
complete_0091,complete,"[""爬行动物"", ""眼镜蛇""]","[""眼镜蛇""]",1,exact_or_contains_expected,0.006875023245811462,16,31,8
complete_0092,complete,"[""爬行动物"", ""响尾蛇""]","[""响尾蛇""]",1,exact_or_contains_expected,0.006709014996886253,16,31,8
complete_0093,complete,"[""鱼类"", ""鲨鱼""]","[""鲨鱼""]",1,exact_or_contains_expected,0.010208983439952135,24,39,12
complete_0094,complete,"[""鱼类"", ""金鱼""]","[""金鱼""]",1,exact_or_contains_expected,0.0070829992182552814,16,31,8
complete_0095,complete,"[""鱼类"", ""鲤鱼""]","[""鲤鱼""]",1,exact_or_contains_expected,0.007207971066236496,16,31,8
complete_0096,complete,"[""鱼类"", ""三文鱼""]","[""三文鱼""]",1,exact_or_contains_expected,0.007709022611379623,18,33,9
complete_0097,complete,"[""鱼类"", ""鲶鱼""]","[""鲶鱼""]",1,exact_or_contains_expected,0.007125025149434805,16,31,8
complete_0098,complete,"[""鱼类"", ""比目鱼""]","[""比目鱼""]",1,exact_or_contains_expected,0.008750008419156075,20,35,10
complete_0099,complete,"[""鱼类"", ""灯笼鱼""]","[""灯笼鱼""]",1,exact_or_contains_expected,0.0077500008046627045,18,33,9
complete_0100,complete,"[""鱼类"", ""海马""]","[""海马""]",1,exact_or_contains_expected,0.007041962817311287,16,31,8
complete_0101,complete,"[""昆虫"", ""蜜蜂""]","[""蜜蜂""]",1,exact_or_contains_expected,0.009958981536328793,24,47,12
complete_0102,complete,"[""昆虫"", ""蝴蝶""]","[""蝴蝶""]",1,exact_or_contains_expected,0.013165990822017193,32,59,16
complete_0103,complete,"[""昆虫"", ""蚂蚁""]","[""蚂蚁""]",1,exact_or_contains_expected,0.01616595545783639,38,61,19
complete_0104,complete,"[""昆虫"", ""蚊子""]","[""蚊子""]",1,exact_or_contains_expected,0.010041985660791397,24,47,12
complete_0105,complete,"[""昆虫"", ""苍蝇""]","[""苍蝇""]",1,exact_or_contains_expected,0.011249969247728586,28,53,14
complete_0106,complete,"[""昆虫"", ""蜻蜓""]","[""蜻蜓""]",1,exact_or_contains_expected,0.009791983757168055,24,47,12
complete_0107,complete,"[""昆虫"", ""蝉""]","[""蝉""]",1,exact_or_contains_expected,0.012790958862751722,32,55,16
complete_0108,complete,"[""昆虫"", ""萤火虫""]","[""萤火虫""]",1,exact_or_contains_expected,0.013833981938660145,34,57,17
complete_0109,complete,"[""昆虫"", ""蟑螂""]","[""蟑螂""]",1,exact_or_contains_expected,0.01254095695912838,32,55,16
complete_0110,complete,"[""昆虫"", ""瓢虫""]","[""瓢虫""]",1,exact_or_contains_expected,0.009874987881630659,24,47,12
complete_0111,complete,"[""昆虫"", ""螳螂""]","[""螳螂""]",1,exact_or_contains_expected,0.010167015716433525,26,49,13
complete_0112,complete,"[""昆虫"", ""蟋蟀""]","[""蟋蟀""]",1,exact_or_contains_expected,0.009333016350865364,24,47,12
complete_0113,complete,"[""两栖动物"", ""青蛙""]","[""青蛙""]",1,exact_or_contains_expected,0.005791021976619959,12,21,6
complete_0114,complete,"[""两栖动物"", ""蟾蜍""]","[""蟾蜍""]",1,exact_or_contains_expected,0.008624978363513947,20,29,10
complete_0115,complete,"[""两栖动物"", ""蝾螈""]","[""蝾螈""]",1,exact_or_contains_expected,0.009790994226932526,22,31,11
complete_0116,complete,"[""两栖动物"", ""娃娃鱼""]","[""娃娃鱼""]",1,exact_or_contains_expected,0.008167000487446785,18,27,9
complete_0117,complete,"[""两栖动物"", ""箭毒蛙""]","[""箭毒蛙""]",1,exact_or_contains_expected,0.010249961633235216,24,33,12
complete_0118,complete,"[""食肉动物"", ""猫科""]","[""猫科""]",1,exact_or_contains_expected,0.01591700129210949,40,98,20
complete_0119,complete,"[""食肉动物"", ""犬科""]","[""犬科""]",1,exact_or_contains_expected,0.015125027857720852,40,94,20
complete_0120,complete,"[""哺乳动物""]","[""哺乳动物""]",1,exact_or_contains_expected,0.004833040293306112,10,17,5
complete_0121,complete,"[""哺乳动物""]","[""哺乳动物""]",1,exact_or_contains_expected,0.004750036168843508,10,17,5
complete_0122,complete,"[""哺乳动物""]","[""哺乳动物""]",1,exact_or_contains_expected,0.004708999767899513,10,18,5
complete_0123,complete,"[""哺乳动物""]","[""哺乳动物""]",1,exact_or_contains_expected,0.005125009920448065,10,19,5
complete_0124,complete,"[""鸟类""]","[""鸟类""]",1,exact_or_contains_expected,0.00608398113399744,14,25,7
complete_0125,complete,"[""鸟类""]","[""鸟类""]",1,exact_or_contains_expected,0.008666014764457941,20,32,10
complete_0126,complete,"[""鸟类""]","[""鸟类""]",1,exact_or_contains_expected,0.007958034984767437,18,30,9
complete_0127,complete,"[""爬行动物""]","[""爬行动物""]",1,exact_or_contains_expected,0.004792003892362118,10,17,5
complete_0128,complete,"[""爬行动物""]","[""爬行动物""]",1,exact_or_contains_expected,0.004917033948004246,10,18,5
complete_0129,complete,"[""鱼类""]","[""鱼类""]",1,exact_or_contains_expected,0.004792003892362118,10,17,5
complete_0130,complete,"[""鱼类""]","[""鱼类""]",1,exact_or_contains_expected,0.004791014362126589,10,18,5
complete_0131,complete,"[""昆虫""]","[""昆虫""]",1,exact_or_contains_expected,0.007874972652643919,18,32,9
complete_0132,complete,"[""两栖动物""]","[""两栖动物""]",1,exact_or_contains_expected,0.003917026333510876,7,12,3.5
complete_0133,complete,"[""哺乳动物"", ""食肉动物""]","[""食肉动物""]",1,exact_or_contains_expected,0.016250007320195436,36,68,18
complete_0134,complete,"[""哺乳动物"", ""食肉动物""]","[""食肉动物""]",1,exact_or_contains_expected,0.014749995898455381,36,68,18
complete_0135,complete,"[""哺乳动物"", ""有蹄类动物""]","[""有蹄类动物""]",1,exact_or_contains_expected,0.0112500274553895,28,50,14
complete_0136,complete,"[""哺乳动物"", ""有蹄类动物""]","[""有蹄类动物""]",1,exact_or_contains_expected,0.010999967344105244,28,52,14
complete_0137,complete,"[""哺乳动物"", ""啮齿类动物""]","[""啮齿类动物""]",1,exact_or_contains_expected,0.01025001984089613,24,46,12
complete_0138,complete,"[""哺乳动物"", ""灵长类动物""]","[""灵长类动物""]",1,exact_or_contains_expected,0.010541989468038082,24,47,12
complete_0139,complete,"[""哺乳动物"", ""鲸类""]","[""鲸类""]",1,exact_or_contains_expected,0.009375042282044888,21,41,10.5
complete_0140,complete,"[""哺乳动物"", ""蝙蝠类""]","[""蝙蝠类""]",1,exact_or_contains_expected,0.011041003745049238,26,45,13
complete_0141,complete,"[""食肉动物"", ""狮子""]","[""狮子""]",1,exact_or_contains_expected,0.01675001112744212,40,102,20
complete_0142,complete,"[""食肉动物"", ""老虎""]","[""老虎""]",1,exact_or_contains_expected,0.016208039596676826,40,102,20
complete_0143,complete,"[""食肉动物"", ""豹子""]","[""豹子""]",1,exact_or_contains_expected,0.017874990589916706,44,106,22
complete_0144,complete,"[""食肉动物"", ""猎豹""]","[""猎豹""]",1,exact_or_contains_expected,0.01591700129210949,40,102,20
complete_0145,complete,"[""食肉动物"", ""美洲豹""]","[""美洲豹""]",1,exact_or_contains_expected,0.01579197123646736,40,102,20
complete_0146,complete,"[""食肉动物"", ""雪豹""]","[""雪豹""]",1,exact_or_contains_expected,0.01579197123646736,40,94,20
complete_0147,complete,"[""食肉动物"", ""猞猁""]","[""猞猁""]",1,exact_or_contains_expected,0.016042031347751617,40,98,20
complete_0148,complete,"[""食肉动物"", ""山猫""]","[""山猫""]",1,exact_or_contains_expected,0.022208027075976133,52,110,26
complete_0149,complete,"[""食肉动物"", ""家猫""]","[""家猫""]",1,exact_or_contains_expected,0.01579197123646736,40,94,20
complete_0150,complete,"[""食肉动物"", ""野猫""]","[""野猫""]",1,exact_or_contains_expected,0.016083999071270227,40,98,20
complete_0151,complete,"[""食肉动物"", ""狼""]","[""狼""]",1,exact_or_contains_expected,0.021791027393192053,52,104,26
complete_0152,complete,"[""食肉动物"", ""狗""]","[""狗""]",1,exact_or_contains_expected,0.015625031664967537,40,90,20
complete_0153,complete,"[""食肉动物"", ""狐狸""]","[""猫科"", ""狐狸""]",1,exact_or_contains_expected,0.02212502295151353,52,120,26
complete_0154,complete,"[""食肉动物"", ""豺""]","[""豺""]",1,exact_or_contains_expected,0.021665997337549925,52,104,26
complete_0155,complete,"[""食肉动物"", ""鬣狗""]","[""鬣狗""]",1,exact_or_contains_expected,0.015541038010269403,40,90,20
complete_0156,complete,"[""食肉动物"", ""郊狼""]","[""郊狼""]",1,exact_or_contains_expected,0.01741695450618863,42,92,21
complete_0157,complete,"[""食肉动物"", ""澳洲野犬""]","[""澳洲野犬""]",1,exact_or_contains_expected,0.015416007954627275,40,90,20
complete_0158,complete,"[""食肉动物"", ""薮犬""]","[""薮犬""]",1,exact_or_contains_expected,0.016208039596676826,42,92,21
complete_0159,complete,"[""有蹄类动物"", ""牛""]","[""牛""]",1,exact_or_contains_expected,0.016667007002979517,38,69,19
complete_0160,complete,"[""有蹄类动物"", ""马""]","[""马""]",1,exact_or_contains_expected,0.009624985978007317,24,47,12
complete_0161,complete,"[""有蹄类动物"", ""羊""]","[""羊""]",1,exact_or_contains_expected,0.009957992006093264,24,55,12
complete_0162,complete,"[""有蹄类动物"", ""猪""]","[""猪""]",1,exact_or_contains_expected,0.00966701190918684,24,47,12
complete_0163,complete,"[""有蹄类动物"", ""鹿""]","[""鹿""]",1,exact_or_contains_expected,0.010292045772075653,24,55,12
complete_0164,complete,"[""有蹄类动物"", ""长颈鹿""]","[""长颈鹿""]",1,exact_or_contains_expected,0.012249976862221956,28,51,14
complete_0165,complete,"[""有蹄类动物"", ""斑马""]","[""斑马""]",1,exact_or_contains_expected,0.00966701190918684,24,47,12
complete_0166,complete,"[""有蹄类动物"", ""羚羊""]","[""羚羊""]",1,exact_or_contains_expected,0.01675001112744212,38,69,19
complete_0167,complete,"[""有蹄类动物"", ""骆驼""]","[""骆驼""]",1,exact_or_contains_expected,0.009584007784724236,24,47,12
complete_0168,complete,"[""有蹄类动物"", ""犀牛""]","[""犀牛""]",1,exact_or_contains_expected,0.010124989785254002,24,55,12
complete_0169,complete,"[""有蹄类动物"", ""河马""]","[""河马""]",1,exact_or_contains_expected,0.012499978765845299,32,55,16
complete_0170,complete,"[""有蹄类动物"", ""大象""]","[""大象""]",1,exact_or_contains_expected,0.009540992323309183,24,47,12
complete_0171,complete,"[""人类""]","[""人类""]",1,exact_or_contains_expected,0.00829098280519247,18,33,9
complete_0172,complete,"[""黑猩猩""]","[""黑猩猩""]",1,exact_or_contains_expected,0.011208001524209976,26,41,13
complete_0173,complete,"[""大猩猩""]","[""大猩猩""]",1,exact_or_contains_expected,0.01029198756441474,24,39,12
complete_0174,complete,"[""猴子""]","[""猴子""]",1,exact_or_contains_expected,0.008582952432334423,20,35,10
complete_0175,complete,"[""长臂猿""]","[""长臂猿""]",1,exact_or_contains_expected,0.006875023245811462,16,31,8
complete_0176,complete,"[""狒狒""]","[""狒狒""]",1,exact_or_contains_expected,0.010624993592500687,26,41,13
complete_0177,complete,"[""猕猴""]","[""猕猴""]",1,exact_or_contains_expected,0.01066701952368021,26,41,13
complete_0178,complete,"[""狐猴""]","[""狐猴""]",1,exact_or_contains_expected,0.011000025551766157,26,41,13
complete_0179,complete,"[""老鼠""]","[""老鼠""]",1,exact_or_contains_expected,0.0072499969974160194,16,31,8
complete_0180,complete,"[""松鼠""]","[""松鼠""]",1,exact_or_contains_expected,0.0072499969974160194,16,31,8
complete_0181,complete,"[""仓鼠""]","[""仓鼠""]",1,exact_or_contains_expected,0.01254095695912838,30,45,15
complete_0182,complete,"[""豚鼠""]","[""豚鼠""]",1,exact_or_contains_expected,0.012542004697024822,30,45,15
complete_0183,complete,"[""河狸""]","[""河狸""]",1,exact_or_contains_expected,0.007041962817311287,16,31,8
complete_0184,complete,"[""豪猪""]","[""豪猪""]",1,exact_or_contains_expected,0.010957999620586634,26,41,13
complete_0185,complete,"[""土拨鼠""]","[""土拨鼠""]",1,exact_or_contains_expected,0.006999995093792677,16,31,8
complete_0186,complete,"[""兔子""]","[""兔子""]",1,exact_or_contains_expected,0.006875023245811462,16,31,8
complete_0187,complete,"[""蓝鲸""]","[""蓝鲸""]",1,exact_or_contains_expected,0.004999979864805937,10,19,5
complete_0188,complete,"[""虎鲸""]","[""虎鲸""]",1,exact_or_contains_expected,0.005166046321392059,10,19,5
complete_0189,complete,"[""海豚""]","[""海豚""]",1,exact_or_contains_expected,0.010333023965358734,24,33,12
complete_0190,complete,"[""抹香鲸""]","[""抹香鲸""]",1,exact_or_contains_expected,0.004916975740343332,10,19,5
complete_0191,complete,"[""座头鲸""]","[""座头鲸""]",1,exact_or_contains_expected,0.00562501372769475,12,21,6
complete_0192,complete,"[""鸟类"", ""鸵鸟""]","[""鸵鸟""]",1,exact_or_contains_expected,0.010124989785254002,24,49,12
complete_0193,complete,"[""鸟类"", ""企鹅""]","[""企鹅""]",1,exact_or_contains_expected,0.011708005331456661,28,55,14
complete_0194,complete,"[""鸟类"", ""鹰""]","[""鹰""]",1,exact_or_contains_expected,0.009750016033649445,24,47,12
complete_0195,complete,"[""鸟类"", ""鹦鹉""]","[""鹦鹉""]",1,exact_or_contains_expected,0.010457995813339949,26,49,13
complete_0196,complete,"[""鸟类"", ""麻雀""]","[""麻雀""]",1,exact_or_contains_expected,0.01595797948539257,40,63,20
complete_0197,complete,"[""鸟类"", ""鸽子""]","[""鸽子""]",1,exact_or_contains_expected,0.01029198756441474,26,49,13
complete_0198,complete,"[""鸟类"", ""孔雀""]","[""孔雀""]",1,exact_or_contains_expected,0.009500014130026102,24,47,12
complete_0199,complete,"[""鸟类"", ""天鹅""]","[""天鹅""]",1,exact_or_contains_expected,0.011333031579852104,28,51,14
complete_0200,complete,"[""鸟类"", ""鸭子""]","[""鸭子""]",1,exact_or_contains_expected,0.01104205148294568,28,53,14
missing_0201,missing,"[""哺乳动物""]","[""哺乳动物""]",1,exact_or_contains_expected,0.004875008016824722,10,17,5
missing_0202,missing,"[""哺乳动物""]","[""哺乳动物""]",1,exact_or_contains_expected,0.004708010237663984,10,17,5
missing_0203,missing,"[""哺乳动物""]",[],0,no_conclusion,0.0007909839041531086,1,1,1
missing_0204,missing,"[""哺乳动物""]",[],0,no_conclusion,0.0010840012691915035,1,2,1
missing_0205,missing,"[""鸟类""]","[""鸟类""]",1,exact_or_contains_expected,0.005832989700138569,14,25,7
missing_0206,missing,"[""鸟类""]",[],0,no_conclusion,0.0008749775588512421,1,1,1
missing_0207,missing,"[""鸟类""]",[],0,no_conclusion,0.0008749775588512421,1,1,1
missing_0208,missing,"[""爬行动物""]","[""爬行动物""]",1,exact_or_contains_expected,0.004582980182021856,10,17,5
missing_0209,missing,"[""爬行动物""]",[],0,no_conclusion,0.0008749775588512421,1,1,1
missing_0210,missing,"[""鱼类""]","[""鱼类""]",1,exact_or_contains_expected,0.004792003892362118,10,17,5
missing_0211,missing,"[""鱼类""]",[],0,no_conclusion,0.000833999365568161,1,1,1
missing_0212,missing,"[""昆虫""]",[],0,no_conclusion,0.0016249832697212696,3,4,3
missing_0213,missing,"[""两栖动物""]",[],0,no_conclusion,0.0008329516276717186,1,1,1
missing_0214,missing,"[""食肉动物""]",[],0,no_conclusion,0.0010840012691915035,1,1,1
missing_0215,missing,"[""哺乳动物"", ""食肉动物""]",[],1,partial_expected,0.003541994374245405,8,16,8
missing_0216,missing,"[""有蹄类动物""]",[],0,no_conclusion,0.0007919734343886375,1,1,1
missing_0217,missing,"[""哺乳动物"", ""有蹄类动物""]",[],1,partial_expected,0.003374996595084667,8,16,8
missing_0218,missing,"[""啮齿类动物""]",[],0,no_conclusion,0.0008330098353326321,1,1,1
missing_0219,missing,"[""灵长类动物""]",[],0,no_conclusion,0.0009170034900307655,1,1,1
missing_0220,missing,"[""鲸类""]",[],0,no_conclusion,0.00100000761449337,1,1,1
missing_0221,missing,"[""蝙蝠类""]",[],0,no_conclusion,0.00300002284348011,6,8,6
missing_0222,missing,"[""狮子""]",[],0,no_conclusion,0.004249974153935909,10,10,10
missing_0223,missing,"[""老虎""]",[],0,no_conclusion,0.0040839659050107,10,10,10
missing_0224,missing,"[""食肉动物"", ""豹子""]",[],1,partial_expected,0.008584000170230865,22,42,22
missing_0225,missing,"[""食肉动物"", ""猎豹""]",[],1,partial_expected,0.008249946404248476,20,53,20
